NIVEL,NOMBRE,TURNO,DOMICILIO,COLONIA,ALCALDÍA,SOSTENIMIENTO,ubicacion,lat,lon,coordenadas
Primaria,LICEO INFANTIL DE MÉXICO,MATUTINO,LORENZO BOTURINI No. 644,JARDIN BALBUENA,VENUSTIANO CARRANZA,Particular,"LORENZO BOTURINI No. 644, JARDIN BALBUENA, VENUSTIANO CARRANZA",19.4169908,-99.1145858,"19.4169908,-99.1145858"
Primaria,MARIANNE FROSTING,MATUTINO,SUR 26 No.19,AGRICOLA ORIENTAL,IZTACALCO,Particular,"SUR 26 No.19, AGRICOLA ORIENTAL, IZTACALCO",19.3859066,-99.0623561,"19.3859066,-99.0623561"
Primaria,NUEVA ACADEMIA DE FORMACION INTEGRAL,MATUTINO,PONIENTE 152 NO 317,NUEVA INDUSTRIAL VALLEJO,GUSTAVO A. MADERO,Particular,"PONIENTE 152 NO 317, NUEVA INDUSTRIAL VALLEJO, GUSTAVO A. MADERO",19.5016794,-99.1545784,"19.5016794,-99.1545784"
Primaria,INSTITUTO HIGHLANDS,MATUTINO,RINCONADA DE URANIO 41 M11 L 4-5,TLALPAN,TLALPAN,Particular,"RINCONADA DE URANIO 41 M11 L 4-5, TLALPAN, TLALPAN",19.3054257,-99.2217321,"19.3054257,-99.2217321"
Primaria,WILLIAM SHAKESPEARE,MATUTINO,CALLE 1 No. 30,AGRICOLA PANTITLAN,IZTACALCO,Particular,"CALLE 1 No. 30, AGRICOLA PANTITLAN, IZTACALCO",19.4063587,-99.0695384,"19.4063587,-99.0695384"
Primaria,LICEO INFANTIL MODERNO,MATUTINO,FALSTAFF ANTES INDEPENDENCIA 19,LA NOPALERA,TLAHUAC,Particular,"FALSTAFF ANTES INDEPENDENCIA 19, LA NOPALERA, TLAHUAC",19.2967749,-99.0543938,"19.2967749,-99.0543938"
Primaria,"COLEGIO PEDAGOGICO AMERICAS, S.C.",MATUTINO,AV AMERICAS 165,MODERNA,BENITO JUAREZ,Particular,"AV AMERICAS 165, MODERNA, BENITO JUAREZ",19.3923627,-99.1353464,"19.3923627,-99.1353464"
Primaria,"""COLEGIO ANA PAVLOVA""",MATUTINO,NORTE 5 NO 4710,PANAMERICANA,GUSTAVO A. MADERO,Particular,"NORTE 5 NO 4710, PANAMERICANA, GUSTAVO A. MADERO",19.4758784,-99.1435614,"19.4758784,-99.1435614"
Primaria,COLEGIO MAY - TE,MATUTINO,CALLE 16 DE SEPTIEMBRE NUM 100,SAN JUAN DE ARAGON AMPLIACION,GUSTAVO A. MADERO,Particular,"CALLE 16 DE SEPTIEMBRE NUM 100, SAN JUAN DE ARAGON AMPLIACION, GUSTAVO A. MADERO",19.4702038,-99.082766,"19.4702038,-99.082766"
Primaria,COLEGIO WILLIAM JONES,MATUTINO,TACTUANI NO. 95,RICARDO FLORES MAGON,IZTAPALAPA,Particular,"TACTUANI NO. 95, RICARDO FLORES MAGON, IZTAPALAPA",19.3549651,-99.0980871,"19.3549651,-99.0980871"
Primaria,CENTRO EDUCATIVO MONTESSORI SINERGIA,MATUTINO,AV TICOMAN NO 351,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,Particular,"AV TICOMAN NO 351, RESIDENCIAL ZACATENCO, GUSTAVO A. MADERO",19.5013599,-99.1262446,"19.5013599,-99.1262446"
Primaria,COLEGIO MODERNO MEXICANO,MATUTINO,ALOE NO. 1,EL MANTO,IZTAPALAPA,Particular,"ALOE NO. 1, EL MANTO, IZTAPALAPA",19.3494021,-99.0845425,"19.3494021,-99.0845425"
Primaria,INSTITUTO BOSCHETTI,MATUTINO,CALZADA ERMITA IZTAPALAPA NO. 2166,CONSTITUCION 1917,IZTAPALAPA,Particular,"CALZADA ERMITA IZTAPALAPA NO. 2166, CONSTITUCION 1917, IZTAPALAPA",19.3482626,-99.0683066,"19.3482626,-99.0683066"
Primaria,"""COLEGIO BRIGHTON""",MATUTINO,AV CANTERA NO 253,TLALPAN,TLALPAN,Particular,"AV CANTERA NO 253, TLALPAN, TLALPAN",19.280637,-99.1837962,"19.280637,-99.1837962"
Primaria,PRIMARIA PEDAGOGICA DE LAS AMERICAS,MATUTINO,CDA. SAN JOSE NO. 24,MAGDALENA ATLAZOLPA,IZTAPALAPA,Particular,"CDA. SAN JOSE NO. 24, MAGDALENA ATLAZOLPA, IZTAPALAPA",19.3750562,-99.1119973,"19.3750562,-99.1119973"
Primaria,BENITO JUÁREZ,MATUTINO,"FLOR DEL CAMPO  MZ.13,LT 8",SANTIAGO ACAHUALTEPEC 2A AMPLIACION,IZTAPALAPA,Particular,"FLOR DEL CAMPO  MZ.13,LT 8, SANTIAGO ACAHUALTEPEC 2A AMPLIACION, IZTAPALAPA",19.3551886,-99.0024713,"19.3551886,-99.0024713"
Primaria,CENTRO EDUCATIVO DEL PEQUEÑO BUEN HOMBRE,MATUTINO,RETORNO 3 No. 29,AVANTE,COYOACAN,Particular,"RETORNO 3 No. 29, AVANTE, COYOACAN",19.3330427,-99.1397391,"19.3330427,-99.1397391"
Primaria,WOODLAND SCHOOL,MATUTINO,MORENA NUM 414,DEL VALLE,BENITO JUAREZ,Particular,"MORENA NUM 414, DEL VALLE, BENITO JUAREZ",19.3989721,-99.1619724,"19.3989721,-99.1619724"
Primaria,CENTRO PEDAGOGICO FEDERICO FROEBEL,MATUTINO,CALLE 2 No. 224,AGRICOLA PANTITLAN,IZTACALCO,Particular,"CALLE 2 No. 224, AGRICOLA PANTITLAN, IZTACALCO",19.4141565,-99.0666071,"19.4141565,-99.0666071"
Primaria,"""COLEGIO PAAT PAAL, S.C.""",MATUTINO,RIVER PLATE NUMERO 3,ARBOLEDAS DEL SUR,TLALPAN,Particular,"RIVER PLATE NUMERO 3, ARBOLEDAS DEL SUR, TLALPAN",19.2950795,-99.1395625,"19.2950795,-99.1395625"
Primaria,"CENTRO INFANTIL MARIA TERESA, S. C.",MATUTINO,GUERRERO NUM 37,CUAJIMALPA,CUAJIMALPA DE MORELOS,Particular,"GUERRERO NUM 37, CUAJIMALPA, CUAJIMALPA DE MORELOS",19.3533632,-99.2978991,"19.3533632,-99.2978991"
Primaria,ANTONIETA RIVAS MERCADO,MATUTINO,ORIENTE 172 No. 208,MOCTEZUMA 1A SECCION,VENUSTIANO CARRANZA,Particular,"ORIENTE 172 No. 208, MOCTEZUMA 1A SECCION, VENUSTIANO CARRANZA",19.4329539,-99.0938143,"19.4329539,-99.0938143"
Primaria,INSTITUTO CULTURAL JOSÉ VASCONCELOS,MATUTINO,SIRENA 109 LOTE 1 Y 2,DEL MAR,TLAHUAC,Particular,"SIRENA 109 LOTE 1 Y 2, DEL MAR, TLAHUAC",19.2868303,-99.0598732,"19.2868303,-99.0598732"
Primaria,INSTITUTO PSICOPEDAGOGICO DEL BOSQUE,MATUTINO,PRIVADA DE VISTA HERMOSA NUM. 12,SANTA ROSA XOCHIAC,ALVARO OBREGON,Particular,"PRIVADA DE VISTA HERMOSA NUM. 12, SANTA ROSA XOCHIAC, ALVARO OBREGON",19.3301673,-99.2881515,"19.3301673,-99.2881515"
Primaria,CENTRO EDUCATIVO NUEVA ESCOCIA,MATUTINO,MIGUEL OCARAZA NO 121,MERCED GOMEZ,ALVARO OBREGON,Particular,"MIGUEL OCARAZA NO 121, MERCED GOMEZ, ALVARO OBREGON",19.3664989,-99.1921982,"19.3664989,-99.1921982"
Primaria,PIERRE JANET,MATUTINO,AGUSTIN MELGAR NO. 37,GUADALUPE DEL MORAL,IZTAPALAPA,Particular,"AGUSTIN MELGAR NO. 37, GUADALUPE DEL MORAL, IZTAPALAPA",19.3718441,-99.0760805,"19.3718441,-99.0760805"
Primaria,CENTRO EDUCATIVO FRANCISCO LARROYO,MATUTINO,AVENIDA TLAHUAC MZ. 29 LT. 183,SANTA CECILIA,TLAHUAC,Particular,"AVENIDA TLAHUAC MZ. 29 LT. 183, SANTA CECILIA, TLAHUAC",19.278286,-99.0077667,"19.278286,-99.0077667"
Primaria,COMUNIDAD EDUCATIVA OWEN,MATUTINO,COCOTEROS NO 188,NUEVA SANTA MARIA,AZCAPOTZALCO,Particular,"COCOTEROS NO 188, NUEVA SANTA MARIA, AZCAPOTZALCO",19.4661209,-99.1662218,"19.4661209,-99.1662218"
Primaria,COLEGIO ETON,MATUTINO,AV SANTA LUCIA NO 220,CLUB DE GOLF PRADOS DE LA MONTAÑA,CUAJIMALPA DE MORELOS,Particular,"AV SANTA LUCIA NO 220, CLUB DE GOLF PRADOS DE LA MONTAÑA, CUAJIMALPA DE MORELOS",19.3564739,-99.2662522,"19.3564739,-99.2662522"
Primaria,COLEGIO MÉXICO LIBRE,MATUTINO,CIRUJANOS NO. 36,EL SIFON,IZTAPALAPA,Particular,"CIRUJANOS NO. 36, EL SIFON, IZTAPALAPA",19.3708738,-99.1175582,"19.3708738,-99.1175582"
Primaria,KINGSTON SCHOOL,MATUTINO,DURANGO NUM 102,TIZAPAN,ALVARO OBREGON,Particular,"DURANGO NUM 102, TIZAPAN, ALVARO OBREGON",19.3380617,-99.2052437,"19.3380617,-99.2052437"
Primaria,ESCUELA DIDACTICA MAGNA,MATUTINO,ROBERTO ESQUERRA PEAZA L-13A M-18,PALMATITLA,GUSTAVO A. MADERO,Particular,"ROBERTO ESQUERRA PEAZA L-13A M-18, PALMATITLA, GUSTAVO A. MADERO",19.5536236,-99.132506,"19.5536236,-99.132506"
Primaria,THE CHURCHILL SCHOOL,MATUTINO,FELIPE VILLANUEVA NUM 44 Y 52,GUADALUPE INN,ALVARO OBREGON,Particular,"FELIPE VILLANUEVA NUM 44 Y 52, GUADALUPE INN, ALVARO OBREGON",19.3599587,-99.187491,"19.3599587,-99.187491"
Primaria,TIYOLI,MATUTINO,JOSE MARIA CASTORENA NUM 717,EL MOLINO,CUAJIMALPA DE MORELOS,Particular,"JOSE MARIA CASTORENA NUM 717, EL MOLINO, CUAJIMALPA DE MORELOS",,,
Primaria,ESCUELA MAESTRO MANUEL ACOSTA,MATUTINO,AV INSURGENTES SUR NO 3687,MIGUEL HIDALGO,TLALPAN,Particular,"AV INSURGENTES SUR NO 3687, MIGUEL HIDALGO, TLALPAN",19.2942712,-99.1823846,"19.2942712,-99.1823846"
Primaria,WAYNE SKINNER,MATUTINO,ORIENTE 176 No. 203,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,Particular,"ORIENTE 176 No. 203, MOCTEZUMA 2A SECCION, VENUSTIANO CARRANZA",19.4279077,-99.0950189,"19.4279077,-99.0950189"
Primaria,COLEGIO WILLIAM JAMES,MATUTINO,AV TAMAULIPAS No. 1190,CORPUS CHRISTI,ALVARO OBREGON,Particular,"AV TAMAULIPAS No. 1190, CORPUS CHRISTI, ALVARO OBREGON",19.3640107,-99.2444747,"19.3640107,-99.2444747"
Primaria,INSTITUTO CONDESA,MATUTINO,TLAXCALA NUM. 105,ROMA SUR,CUAUHTEMOC,Particular,"TLAXCALA NUM. 105, ROMA SUR, CUAUHTEMOC",19.407706,-99.166092,"19.407706,-99.166092"
Primaria,COLEGIO ATID,MATUTINO,AV. CARLOS ECHANOVE 224,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,Particular,"AV. CARLOS ECHANOVE 224, LOMAS DE VISTA HERMOSA, CUAJIMALPA DE MORELOS",19.3703129,-99.2779191,"19.3703129,-99.2779191"
Primaria,COLEGIO USIGLI S.C.,MATUTINO,AQUILES SERDAN NO. 84,SANTA MARIA AZTAHUACAN,IZTAPALAPA,Particular,"AQUILES SERDAN NO. 84, SANTA MARIA AZTAHUACAN, IZTAPALAPA",19.3543518,-99.034717,"19.3543518,-99.034717"
Primaria,COLEGIO SUMMER HILL DE ORIENTE,MATUTINO,RÍO CARRIZAL NO. 17,PASEOS DE CHURUBUSCO,IZTAPALAPA,Particular,"RÍO CARRIZAL NO. 17, PASEOS DE CHURUBUSCO, IZTAPALAPA",19.3838363,-99.0897039,"19.3838363,-99.0897039"
Primaria,COLEGIO INGLES MICHAEL FARADAY,MATUTINO,AVENIDA JOSÉ LORETO FABELA NO. 145,CASAS ALEMAN AMPLIACION,GUSTAVO A. MADERO,Particular,"AVENIDA JOSÉ LORETO FABELA NO. 145, CASAS ALEMAN AMPLIACION, GUSTAVO A. MADERO",19.4789733,-99.0780598,"19.4789733,-99.0780598"
Primaria,COLEGIO EDUCACIÓN ALIVE,MATUTINO,CALLE 27 No. 91,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,Particular,"CALLE 27 No. 91, SAN PEDRO DE LOS PINOS, BENITO JUAREZ",19.3855942,-99.18347,"19.3855942,-99.18347"
Primaria,CENTRO EDUCATIVO MODERNO NITA MIRANDA,MATUTINO,TERRAPLEN DE RÍO FRÍO No. 144,LA CRUZ,IZTACALCO,Particular,"TERRAPLEN DE RÍO FRÍO No. 144, LA CRUZ, IZTACALCO",19.4035811,-99.1177667,"19.4035811,-99.1177667"
Primaria,CENTRO EDUCATIVO OLIVAR,MATUTINO,OLIVAR NUM 37-A,TIZAPAN,ALVARO OBREGON,Particular,"OLIVAR NUM 37-A, TIZAPAN, ALVARO OBREGON",19.3373447,-99.206231,"19.3373447,-99.206231"
Primaria,GRAHAM GREENE,MATUTINO,MANUELA SAENZ No. 25,PRESIDENTES EJIDALES,COYOACAN,Particular,"MANUELA SAENZ No. 25, PRESIDENTES EJIDALES, COYOACAN",19.3242676,-99.123674,"19.3242676,-99.123674"
Primaria,COLEGIO MI NACION,MATUTINO,SAN FELIPE MANZANA 532 LOTE 12,SANTA URSULA COAPA,COYOACAN,Particular,"SAN FELIPE MANZANA 532 LOTE 12, SANTA URSULA COAPA, COYOACAN",19.3151975,-99.1468287,"19.3151975,-99.1468287"
Primaria,EL TESORO DEL SABER,MATUTINO,ORIENTE 83 NO 4209,MALINCHE,GUSTAVO A. MADERO,Particular,"ORIENTE 83 NO 4209, MALINCHE, GUSTAVO A. MADERO",19.4534538,-99.10569,"19.4534538,-99.10569"
Primaria,INSTITUTO PEDAGOGICO STEFAN ZWEIG,MATUTINO,20 DE NOVIEMBRE MZ. 49 LT. 537,SANTA MARIA AZTAHUACAN,IZTAPALAPA,Particular,"20 DE NOVIEMBRE MZ. 49 LT. 537, SANTA MARIA AZTAHUACAN, IZTAPALAPA",19.3469308,-99.0251533,"19.3469308,-99.0251533"
Primaria,COLEGIO CIPRESES,MATUTINO,AZTECAS NO. 16,EL MOLINO  IZTAPALAPA,IZTAPALAPA,Particular,"AZTECAS NO. 16, EL MOLINO  IZTAPALAPA, IZTAPALAPA",19.3560804,-99.0867377,"19.3560804,-99.0867377"
Primaria,COLEGIO BRITANIA,MATUTINO,COQUE NO. 50,SANTA APOLONIA,AZCAPOTZALCO,Particular,"COQUE NO. 50, SANTA APOLONIA, AZCAPOTZALCO",19.4753538,-99.1923237,"19.4753538,-99.1923237"
Primaria,JOSÉ MARIA LUIS MORA,MATUTINO,CORAS No. 357,AJUSCO,COYOACAN,Particular,"CORAS No. 357, AJUSCO, COYOACAN",19.314244,-99.16194,"19.314244,-99.16194"
Primaria,COLEGIO NUEVO MILENIO,MATUTINO,CDA JUVENTINO ROSAS Z- 6 M27 L33,CUAUTEPEC BARRIO ALTO,GUSTAVO A. MADERO,Particular,"CDA JUVENTINO ROSAS Z- 6 M27 L33, CUAUTEPEC BARRIO ALTO, GUSTAVO A. MADERO",19.560304,-99.1346535,"19.560304,-99.1346535"
Primaria,COLEGIO DEL PILAR,MATUTINO,PATRIA NO 203,LA LAGUNA TICOMAN,GUSTAVO A. MADERO,Particular,"PATRIA NO 203, LA LAGUNA TICOMAN, GUSTAVO A. MADERO",19.5130415,-99.1312733,"19.5130415,-99.1312733"
Primaria,PLAN DE AYALA,MATUTINO,AV MORELOS NO 38,SAN PABLO OZTOTEPEC,MILPA ALTA,Particular,"AV MORELOS NO 38, SAN PABLO OZTOTEPEC, MILPA ALTA",19.1877795,-99.0751868,"19.1877795,-99.0751868"
Primaria,COLEGIO CARSOLIO,MATUTINO,AV 504 NO 18,SAN JUAN DE ARAGON,GUSTAVO A. MADERO,Particular,"AV 504 NO 18, SAN JUAN DE ARAGON, GUSTAVO A. MADERO",19.4517222,-99.0891058,"19.4517222,-99.0891058"
Primaria,CENTRO CULTURAL ANAHUAC,MATUTINO,TRABAJADORES SOCIALES NO. 223,EL SIFON,IZTAPALAPA,Particular,"TRABAJADORES SOCIALES NO. 223, EL SIFON, IZTAPALAPA",19.373537,-99.1122093,"19.373537,-99.1122093"
Primaria,SAN ANTONIO DE PADUA,MATUTINO,ISABEL LA CATOLICA 247,OBRERA,CUAUHTEMOC,Particular,"ISABEL LA CATOLICA 247, OBRERA, CUAUHTEMOC",19.4187612,-99.1382977,"19.4187612,-99.1382977"
Primaria,COLEGIO AMERICA UNIDA EN CULTURA Y EDUCACIÓN,MATUTINO,FRANCISCO I MADERO NO 24,SAN BARTOLOME XICOMULCO,MILPA ALTA,Particular,"FRANCISCO I MADERO NO 24, SAN BARTOLOME XICOMULCO, MILPA ALTA",19.2097211,-99.0669244,"19.2097211,-99.0669244"
Primaria,COMUNIDAD EUROPEA,MATUTINO,AV. AHUEHUETES # 52,PASTEROS,AZCAPOTZALCO,Particular,"AV. AHUEHUETES # 52, PASTEROS, AZCAPOTZALCO",19.4944384,-99.1951619,"19.4944384,-99.1951619"
Primaria,ESCUELA MÉXICO NUEVO,MATUTINO,ESTAFETAS 51,POSTAL,BENITO JUAREZ,Particular,"ESTAFETAS 51, POSTAL, BENITO JUAREZ",19.3901761,-99.1407131,"19.3901761,-99.1407131"
Primaria,COLEGIO REINO UNIDO,MATUTINO,XOCHIMILCO NO 15,MERCED GOMEZ,ALVARO OBREGON,Particular,"XOCHIMILCO NO 15, MERCED GOMEZ, ALVARO OBREGON",19.3658199,-99.2034049,"19.3658199,-99.2034049"
Primaria,COLEGIO GABRIELA BRIMMER,MATUTINO,CALZADA DE GUADALUPE NO 207,7 DE NOVIEMBRE,GUSTAVO A. MADERO,Particular,"CALZADA DE GUADALUPE NO 207, 7 DE NOVIEMBRE, GUSTAVO A. MADERO",19.4625214,-99.1256517,"19.4625214,-99.1256517"
Primaria,COLEGIO RODOLFO USIGLI PLANTEL IZTAPALAPA,MATUTINO,GERMANIO NO. 34,PARAJE SAN JUAN,IZTAPALAPA,Particular,"GERMANIO NO. 34, PARAJE SAN JUAN, IZTAPALAPA",19.346293,-99.0801115,"19.346293,-99.0801115"
Primaria,COLEGIO WOLDMAN DE MÉXICO,MATUTINO,CAFETALES NUM. 78,GRANJAS COAPA,TLALPAN,Particular,"CAFETALES NUM. 78, GRANJAS COAPA, TLALPAN",19.2979721,-99.1138186,"19.2979721,-99.1138186"
Primaria,CENTRO EDUCATIVO ELENA ESPINOSA BEREA,MATUTINO,AMORES 605,DEL VALLE,BENITO JUAREZ,Particular,"AMORES 605, DEL VALLE, BENITO JUAREZ",19.3900793,-99.1650972,"19.3900793,-99.1650972"
Primaria,COLEGIO TIRSO DE MOLINA,MATUTINO,TORNO No. 111,AARON SAENZ,VENUSTIANO CARRANZA,Particular,"TORNO No. 111, AARON SAENZ, VENUSTIANO CARRANZA",19.4114134,-99.1243962,"19.4114134,-99.1243962"
Primaria,COLEGIO LIDERES,MATUTINO,CARRETERA FEDERAL A CUERNAVACA N. 6235,SAN ANDRES TOTOLTEPEC,TLALPAN,Particular,"CARRETERA FEDERAL A CUERNAVACA N. 6235, SAN ANDRES TOTOLTEPEC, TLALPAN",19.2569273,-99.1782132,"19.2569273,-99.1782132"
Primaria,COLEGIO CELESTIN FREINET,MATUTINO,GUADALUPE I RAMIREZ NO 111,SAN LUCAS XOCHIMANCA,XOCHIMILCO,Particular,"GUADALUPE I RAMIREZ NO 111, SAN LUCAS XOCHIMANCA, XOCHIMILCO",19.2647791,-99.1091017,"19.2647791,-99.1091017"
Primaria,COLEGIO ALEJANDRO TASSONI,MATUTINO,SUR 99-A NO. 649,SECTOR POPULAR,IZTAPALAPA,Particular,"SUR 99-A NO. 649, SECTOR POPULAR, IZTAPALAPA",19.3675575,-99.1203131,"19.3675575,-99.1203131"
Primaria,ANTON S. MAKARENKO,MATUTINO,SAN HERMILO No. 29,SANTA URSULA COAPA,COYOACAN,Particular,"SAN HERMILO No. 29, SANTA URSULA COAPA, COYOACAN",19.3129472,-99.160595,"19.3129472,-99.160595"
Primaria,COLEGIO ST. PAUL,MATUTINO,PEDRO SAINZ DE BARANDA 211-213.,LOS CIPRESES,COYOACAN,Particular,"PEDRO SAINZ DE BARANDA 211-213., LOS CIPRESES, COYOACAN",19.3194123,-99.1256063,"19.3194123,-99.1256063"
Primaria,COLEGIO PEDAGOGIA FREIREANA,MATUTINO,HERMINIO CHAVARRIA NO. 108,SANTA MARIA AZTAHUACAN,IZTAPALAPA,Particular,"HERMINIO CHAVARRIA NO. 108, SANTA MARIA AZTAHUACAN, IZTAPALAPA",19.3550563,-99.0265459,"19.3550563,-99.0265459"
Primaria,ESCUELA PRIMARIA LOMAS DE TEPEACA,MATUTINO,AV CENTENARIO 1556,TEPEACA,ALVARO OBREGON,Particular,"AV CENTENARIO 1556, TEPEACA, ALVARO OBREGON",19.3561932,-99.2388298,"19.3561932,-99.2388298"
Primaria,COLEGIO 20 DE NOVIEMBRE,MATUTINO,AV. ING. EDUARDO MOLINA No. 267,20 DE NOVIEMBRE,VENUSTIANO CARRANZA,Particular,"AV. ING. EDUARDO MOLINA No. 267, 20 DE NOVIEMBRE, VENUSTIANO CARRANZA",19.4423381,-99.1127861,"19.4423381,-99.1127861"
Primaria,ESCUELA LEONESA,MATUTINO,MOCTEZUMA N. 25,SANTA LUCIA,ALVARO OBREGON,Particular,"MOCTEZUMA N. 25, SANTA LUCIA, ALVARO OBREGON",19.3601479,-99.2501943,"19.3601479,-99.2501943"
Primaria,COLEGIO MARK TWAIN PLANTEL II,MATUTINO,OCASO NO. 167,VALLE DE LUCES,IZTAPALAPA,Particular,"OCASO NO. 167, VALLE DE LUCES, IZTAPALAPA",19.3411433,-99.1042885,"19.3411433,-99.1042885"
Primaria,WESTMOUNT,MATUTINO,DOCTOR JOSE MARIA VERTIZ NO 1221,VERTIZ NARVARTE,BENITO JUAREZ,Particular,"DOCTOR JOSE MARIA VERTIZ NO 1221, VERTIZ NARVARTE, BENITO JUAREZ",19.3771717,-99.1539614,"19.3771717,-99.1539614"
Primaria,WESTHILL INSTITUTE,MATUTINO,AV DOMINGO GARCIA RAMOS No 56,CLUB DE GOLF PRADOS DE LA MONTAÑA,CUAJIMALPA DE MORELOS,Particular,"AV DOMINGO GARCIA RAMOS No 56, CLUB DE GOLF PRADOS DE LA MONTAÑA, CUAJIMALPA DE MORELOS",19.3578017,-99.2654125,"19.3578017,-99.2654125"
Primaria,MONTESSORI CALMECAC,MATUTINO,EMPERADORES NO 22,PORTALES,BENITO JUAREZ,Particular,"EMPERADORES NO 22, PORTALES, BENITO JUAREZ",19.3650209,-99.1394551,"19.3650209,-99.1394551"
Primaria,INSTITUTO JACK LONDON,MATUTINO,TORDESILLAS MZ. 44 LT. 2 ESQ. SABADEL,SAN JUAN XALPA,IZTAPALAPA,Particular,"TORDESILLAS MZ. 44 LT. 2 ESQ. SABADEL, SAN JUAN XALPA, IZTAPALAPA",19.3387796,-99.0824231,"19.3387796,-99.0824231"
Primaria,PINECREST INTERNATIONAL SCHOOL,MATUTINO,AV FRANCISCO J SERRANO No 104,SANTA FE CUAJIMALPA,CUAJIMALPA DE MORELOS,Particular,"AV FRANCISCO J SERRANO No 104, SANTA FE CUAJIMALPA, CUAJIMALPA DE MORELOS",19.3597431,-99.2659063,"19.3597431,-99.2659063"
Primaria,COLEGIO CERVANTES,MATUTINO,AV. TLAHUAC NO. 3431,CULHUACAN,IZTAPALAPA,Particular,"AV. TLAHUAC NO. 3431, CULHUACAN, IZTAPALAPA",19.3434145,-99.1081134,"19.3434145,-99.1081134"
Primaria,MISSISSAUGA INSTITUTE,MATUTINO,SAN RAFAEL NO. 11,PUEBLO NUEVO BAJO,LA MAGDALENA CONTRERAS,Particular,"SAN RAFAEL NO. 11, PUEBLO NUEVO BAJO, LA MAGDALENA CONTRERAS",19.3065554,-99.2472075,"19.3065554,-99.2472075"
Primaria,LICEO AMERICANO MODERNO,MATUTINO,16 DE MARZO DE 1861 NO. 67,LEYES DE REFORMA,IZTAPALAPA,Particular,"16 DE MARZO DE 1861 NO. 67, LEYES DE REFORMA, IZTAPALAPA",19.3764547,-99.0652947,"19.3764547,-99.0652947"
Primaria,CENTRO EDUCATIVO SAREPTA,MATUTINO,FLORICULTOR SUR No. 61,SAN LUIS TLAXIALTEMALCO,XOCHIMILCO,Particular,"FLORICULTOR SUR No. 61, SAN LUIS TLAXIALTEMALCO, XOCHIMILCO",19.2533398,-99.0373069,"19.2533398,-99.0373069"
Primaria,COLEGIO NUEVA GENERACION,MATUTINO,AV MEXICO NO 232,CUAJIMALPA,CUAJIMALPA DE MORELOS,Particular,"AV MEXICO NO 232, CUAJIMALPA, CUAJIMALPA DE MORELOS",19.3605581,-99.299827,"19.3605581,-99.299827"
Primaria,COLEGIO EUROPEO DE MÉXICO ROBERT SCHUMAN,MATUTINO,ACCESO A PANTEON MILITAR No. 15,NUEVO RENACIMIENTO AXALCO,TLALPAN,Particular,"ACCESO A PANTEON MILITAR No. 15, NUEVO RENACIMIENTO AXALCO, TLALPAN",19.2557612,-99.1603359,"19.2557612,-99.1603359"
Primaria,CHARLES BELL,MATUTINO,RETORNO TULYEHUALCO NO. 5,LOMAS ESTRELLA,IZTAPALAPA,Particular,"RETORNO TULYEHUALCO NO. 5, LOMAS ESTRELLA, IZTAPALAPA",19.3221529,-99.0943785,"19.3221529,-99.0943785"
Primaria,INSTITUTO ALFA DE MÉXICO,MATUTINO,GENERAL SOSTENES ROCHA N 4,DANIEL GARZA,MIGUEL HIDALGO,Particular,"GENERAL SOSTENES ROCHA N 4, DANIEL GARZA, MIGUEL HIDALGO",19.4083043,-99.1905195,"19.4083043,-99.1905195"
Primaria,"INGRID COLLEGE SCHOOL, SOCIEDAD CIVIL",MATUTINO,LESBOS NO. 30,LOMAS ESTRELLA,IZTAPALAPA,Particular,"LESBOS NO. 30, LOMAS ESTRELLA, IZTAPALAPA",19.3263069,-99.094852,"19.3263069,-99.094852"
Primaria,CENTRO EDUCATIVO PAIDEIA,MATUTINO,CORINA No. 46,DEL CARMEN,COYOACAN,Particular,"CORINA No. 46, DEL CARMEN, COYOACAN",19.3537607,-99.1565395,"19.3537607,-99.1565395"
Primaria,COLEGIO VON GLÜMER,MATUTINO,JOSE MARIA CASTORENA NO. 412,CUAJIMALPA,CUAJIMALPA DE MORELOS,Particular,"JOSE MARIA CASTORENA NO. 412, CUAJIMALPA, CUAJIMALPA DE MORELOS",19.3616179,-99.2895458,"19.3616179,-99.2895458"
Primaria,ESCUELA COMERCIAL CAMARA DE COMERCIO,MATUTINO,GUANAJUATO NO 122,ROMA NORTE,CUAUHTEMOC,Particular,"GUANAJUATO NO 122, ROMA NORTE, CUAUHTEMOC",19.4165727,-99.1602484,"19.4165727,-99.1602484"
Primaria,INSTITUTO PEDAGOGICO EMMANUEL KANT,MATUTINO,ORIENTE 150 No. 223,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,Particular,"ORIENTE 150 No. 223, MOCTEZUMA 2A SECCION, VENUSTIANO CARRANZA",19.4337107,-99.1002586,"19.4337107,-99.1002586"
Primaria,COLEGIO CIRCULO DE CULTURA PAULO FREIRE,MATUTINO,ORIENTE 87 NO 2706,EMILIANO ZAPATA,GUSTAVO A. MADERO,Particular,"ORIENTE 87 NO 2706, EMILIANO ZAPATA, GUSTAVO A. MADERO",19.460356,-99.1172333,"19.460356,-99.1172333"
